id,day,hour,minute,sensor_shutter,sensor_light,dayWeek
35,11,8,45,0,0,3
36,11,9,0,0,0,3
37,11,9,15,0,0,3
38,11,9,30,0,0,3
39,11,9,45,0,0,3
40,11,10,0,0,0,3
41,11,10,15,0,0,3
42,11,10,30,0,0,3
43,11,10,45,0,0,3
44,11,11,0,0,0,3
45,11,11,15,0,0,3
46,11,11,30,0,1,3
47,11,11,45,0,0,3
48,11,12,0,0,0,3
49,11,12,15,0,0,3
50,11,12,30,0,0,3
51,11,12,45,0,0,3
52,11,13,0,0,0,3
53,11,13,15,0,0,3
54,11,13,30,0,0,3
55,11,13,45,0,1,3
56,11,14,0,0,0,3
57,11,14,15,0,0,3
58,11,14,30,0,0,3
59,11,14,45,0,0,3
60,11,15,0,0,0,3
61,11,15,15,0,0,3
62,11,15,30,0,0,3
63,11,15,45,0,0,3
64,11,16,0,1,0,3
65,11,16,15,1,0,3
66,11,16,30,1,0,3
67,11,16,45,1,0,3
68,11,17,0,1,0,3
69,11,17,15,1,0,3
70,11,17,30,1,0,3
71,11,17,45,1,0,3
72,11,18,0,1,0,3
73,11,18,15,1,0,3
74,11,18,30,1,0,3
75,11,18,45,0,1,3
76,11,19,0,1,0,3
77,11,19,15,1,0,3
78,11,19,30,1,0,3
79,11,19,45,1,0,3
80,11,20,0,1,0,3
81,11,20,15,1,0,3
82,11,20,30,1,0,3
83,11,20,45,1,0,3
84,11,21,0,0,0,3
85,11,21,15,1,0,3
86,11,21,30,0,0,3
87,11,21,45,0,0,3
88,11,22,0,0,0,3
89,11,22,15,0,0,3
90,11,22,30,0,0,3
91,11,22,45,0,0,3
92,11,23,0,0,0,3
93,11,23,15,0,0,3
94,11,23,30,0,0,3
95,11,23,45,0,0,3
0,12,0,0,0,0,4
1,12,0,15,0,0,4
2,12,0,30,0,0,4
3,12,0,45,0,0,4
4,12,1,0,0,0,4
5,12,1,15,0,0,4
6,12,1,30,0,0,4
7,12,1,45,0,0,4
8,12,2,0,0,0,4
9,12,2,15,0,0,4
10,12,2,30,0,0,4
11,12,2,45,0,0,4
12,12,3,0,0,0,4
13,12,3,15,0,0,4
14,12,3,30,0,0,4
15,12,3,45,1,1,4
16,12,4,0,0,0,4
17,12,4,15,0,0,4
18,12,4,30,0,0,4
19,12,4,45,0,0,4
20,12,5,0,0,0,4
21,12,5,15,0,0,4
22,12,5,30,0,0,4
23,12,5,45,0,1,4
24,12,6,0,0,1,4
25,12,6,15,0,1,4
26,12,6,30,0,1,4
27,12,6,45,0,1,4
28,12,7,0,0,1,4
29,12,7,15,0,0,4
30,12,7,30,0,0,4
31,12,7,45,0,0,4
32,12,8,0,0,0,4
33,12,8,15,0,0,4
34,12,8,30,0,0,4
35,12,8,45,0,0,4
36,12,9,0,0,0,4
37,12,9,15,0,0,4
38,12,9,30,0,0,4
39,12,9,45,0,0,4
40,12,10,0,0,0,4
41,12,10,15,0,0,4
42,12,10,30,0,0,4
43,12,10,45,0,0,4
44,12,11,0,0,0,4
45,12,11,15,0,0,4
46,12,11,30,0,0,4
47,12,11,45,0,0,4
48,12,12,0,0,0,4
49,12,12,15,0,0,4
50,12,12,30,0,0,4
51,12,12,45,0,0,4
52,12,13,0,0,0,4
53,12,13,15,0,0,4
54,12,13,30,0,0,4
55,12,13,45,0,0,4
56,12,14,0,0,0,4
57,12,14,15,0,0,4
58,12,14,30,0,0,4
59,12,14,45,0,0,4
60,12,15,0,0,0,4
61,12,15,15,0,0,4
62,12,15,30,0,0,4
63,12,15,45,1,0,4
64,12,16,0,1,0,4
65,12,16,15,1,0,4
66,12,16,30,1,0,4
67,12,16,45,1,0,4
68,12,17,0,1,0,4
69,12,17,15,1,0,4
70,12,17,30,1,0,4
71,12,17,45,1,0,4
72,12,18,0,1,0,4
73,12,18,15,1,0,4
74,12,18,30,1,0,4
75,12,18,45,1,0,4
76,12,19,0,1,0,4
77,12,19,15,1,0,4
78,12,19,30,1,0,4
79,12,19,45,1,0,4
80,12,20,0,1,0,4
81,12,20,15,1,0,4
82,12,20,30,1,0,4
83,12,20,45,1,0,4
84,12,21,0,1,0,4
85,12,21,15,0,0,4
86,12,21,30,0,0,4
87,12,21,45,0,0,4
88,12,22,0,0,0,4
89,12,22,15,0,0,4
90,12,22,30,0,0,4
91,12,22,45,0,0,4
92,12,23,0,0,0,4
93,12,23,15,0,0,4
94,12,23,30,0,0,4
95,12,23,45,0,0,4
0,13,0,0,0,0,5
1,13,0,15,0,0,5
2,13,0,30,0,0,5
3,13,0,45,0,0,5
4,13,1,0,0,0,5
5,13,1,15,0,0,5
6,13,1,30,0,0,5
7,13,1,45,0,0,5
8,13,2,0,0,0,5
9,13,2,15,0,0,5
10,13,2,30,0,0,5
11,13,2,45,0,0,5
12,13,3,0,0,0,5
13,13,3,15,0,0,5
14,13,3,30,0,0,5
15,13,3,45,0,0,5
16,13,4,0,0,0,5
17,13,4,15,0,0,5
18,13,4,30,0,0,5
19,13,4,45,0,0,5
20,13,5,0,0,0,5
21,13,5,15,0,0,5
22,13,5,30,0,0,5
23,13,5,45,0,1,5
24,13,6,0,0,1,5
25,13,6,15,0,1,5
26,13,6,30,0,1,5
27,13,6,45,1,1,5
28,13,7,0,0,0,5
29,13,7,15,0,0,5
30,13,7,30,0,0,5
31,13,7,45,0,0,5
32,13,8,0,0,0,5
33,13,8,15,0,0,5
34,13,8,30,0,0,5
35,13,8,45,0,0,5
36,13,9,0,0,0,5
37,13,9,15,0,0,5
38,13,9,30,0,0,5
39,13,9,45,1,1,5
40,13,10,0,0,0,5
41,13,10,15,0,0,5
42,13,10,30,0,0,5
43,13,10,45,0,0,5
44,13,11,0,0,0,5
45,13,11,15,0,0,5
46,13,11,30,0,0,5
47,13,11,45,0,0,5
48,13,12,0,0,0,5
49,13,12,15,0,0,5
50,13,12,30,0,0,5
51,13,12,45,0,0,5
52,13,13,0,0,0,5
53,13,13,15,0,0,5
54,13,13,30,0,0,5
55,13,13,45,0,0,5
56,13,14,0,0,0,5
57,13,14,15,0,0,5
58,13,14,30,0,0,5
59,13,14,45,0,0,5
60,13,15,0,0,0,5
61,13,15,15,0,0,5
62,13,15,30,0,1,5
63,13,15,45,0,0,5
64,13,16,0,1,0,5
65,13,16,15,1,0,5
66,13,16,30,1,0,5
67,13,16,45,1,0,5
68,13,17,0,1,0,5
69,13,17,15,1,0,5
70,13,17,30,1,0,5
71,13,17,45,1,0,5
72,13,18,0,1,0,5
73,13,18,15,1,0,5
74,13,18,30,1,0,5
75,13,18,45,1,0,5
76,13,19,0,1,0,5
77,13,19,15,1,0,5
78,13,19,30,1,0,5
79,13,19,45,1,0,5
80,13,20,0,1,0,5
81,13,20,15,1,0,5
82,13,20,30,1,0,5
83,13,20,45,1,0,5
84,13,21,0,0,0,5
85,13,21,15,0,0,5
86,13,21,30,0,0,5
87,13,21,45,0,0,5
88,13,22,0,0,0,5
89,13,22,15,0,0,5
90,13,22,30,0,0,5
91,13,22,45,0,0,5
92,13,23,0,0,0,5
93,13,23,15,0,0,5
94,13,23,30,0,0,5
95,13,23,45,0,0,5
0,14,0,0,0,0,6
1,14,0,15,0,0,6
2,14,0,30,0,0,6
3,14,0,45,0,1,6
4,14,1,0,0,0,6
5,14,1,15,0,0,6
6,14,1,30,0,0,6
7,14,1,45,0,0,6
8,14,2,0,0,0,6
9,14,2,15,0,0,6
10,14,2,30,0,0,6
11,14,2,45,0,0,6
12,14,3,0,0,0,6
13,14,3,15,0,0,6
14,14,3,30,0,1,6
15,14,3,45,0,0,6
16,14,4,0,0,0,6
17,14,4,15,0,0,6
18,14,4,30,0,0,6
19,14,4,45,0,0,6
20,14,5,0,0,0,6
21,14,5,15,0,1,6
22,14,5,30,0,0,6
23,14,5,45,0,1,6
24,14,6,0,0,1,6
25,14,6,15,0,1,6
26,14,6,30,0,1,6
27,14,6,45,0,1,6
28,14,7,0,0,1,6
29,14,7,15,0,0,6
30,14,7,30,0,0,6
31,14,7,45,0,0,6
32,14,8,0,0,0,6
33,14,8,15,0,0,6
34,14,8,30,0,0,6
35,14,8,45,0,0,6
36,14,9,0,0,0,6
37,14,9,15,0,0,6
38,14,9,30,1,0,6
39,14,9,45,0,0,6
40,14,10,0,0,0,6
41,14,10,15,0,0,6
42,14,10,30,0,0,6
43,14,10,45,0,0,6
44,14,11,0,0,0,6
45,14,11,15,0,0,6
46,14,11,30,0,0,6
47,14,11,45,0,0,6
48,14,12,0,0,0,6
49,14,12,15,0,0,6
50,14,12,30,0,0,6
51,14,12,45,0,0,6
52,14,13,0,0,0,6
53,14,13,15,0,0,6
54,14,13,30,0,0,6
55,14,13,45,0,0,6
56,14,14,0,0,0,6
57,14,14,15,0,0,6
58,14,14,30,0,0,6
59,14,14,45,0,0,6
60,14,15,0,0,0,6
61,14,15,15,0,0,6
62,14,15,30,0,0,6
63,14,15,45,1,0,6
64,14,16,0,1,0,6
65,14,16,15,1,0,6
66,14,16,30,1,0,6
67,14,16,45,1,0,6
68,14,17,0,1,0,6
69,14,17,15,1,0,6
70,14,17,30,1,0,6
71,14,17,45,0,1,6
72,14,18,0,1,0,6
73,14,18,15,1,0,6
74,14,18,30,1,0,6
75,14,18,45,1,0,6
76,14,19,0,1,0,6
77,14,19,15,1,0,6
78,14,19,30,1,0,6
79,14,19,45,1,0,6
80,14,20,0,1,0,6
81,14,20,15,1,0,6
82,14,20,30,0,0,6
83,14,20,45,1,0,6
84,14,21,0,1,0,6
85,14,21,15,0,0,6
86,14,21,30,0,0,6
87,14,21,45,0,0,6
88,14,22,0,1,1,6
89,14,22,15,0,0,6
90,14,22,30,0,0,6
91,14,22,45,0,0,6
92,14,23,0,0,0,6
93,14,23,15,0,0,6
94,14,23,30,0,0,6
95,14,23,45,0,0,6
0,15,0,0,0,0,0
1,15,0,15,0,0,0
2,15,0,30,0,0,0
3,15,0,45,0,0,0
4,15,1,0,0,0,0
5,15,1,15,0,0,0
6,15,1,30,0,0,0
7,15,1,45,0,0,0
8,15,2,0,0,0,0
9,15,2,15,0,0,0
10,15,2,30,0,0,0
11,15,2,45,0,0,0
12,15,3,0,0,0,0
13,15,3,15,0,0,0
14,15,3,30,0,0,0
15,15,3,45,0,0,0
16,15,4,0,0,0,0
17,15,4,15,0,0,0
18,15,4,30,0,0,0
19,15,4,45,0,0,0
20,15,5,0,0,0,0
21,15,5,15,0,0,0
22,15,5,30,0,0,0
23,15,5,45,0,1,0
24,15,6,0,0,1,0
25,15,6,15,0,1,0
26,15,6,30,0,1,0
27,15,6,45,0,1,0
28,15,7,0,0,1,0
29,15,7,15,0,0,0
30,15,7,30,0,0,0
31,15,7,45,0,0,0
32,15,8,0,0,0,0
33,15,8,15,0,0,0
34,15,8,30,0,0,0
35,15,8,45,0,0,0
36,15,9,0,0,0,0
37,15,9,15,0,0,0
38,15,9,30,0,0,0
39,15,9,45,0,0,0
40,15,10,0,0,0,0
41,15,10,15,0,0,0
42,15,10,30,0,0,0
43,15,10,45,0,0,0
44,15,11,0,0,0,0
45,15,11,15,0,0,0
46,15,11,30,0,0,0
47,15,11,45,0,0,0
48,15,12,0,0,0,0
49,15,12,15,0,0,0
50,15,12,30,0,0,0
51,15,12,45,0,0,0
52,15,13,0,0,0,0
53,15,13,15,0,0,0
54,15,13,30,0,0,0
55,15,13,45,0,0,0
56,15,14,0,0,0,0
57,15,14,15,0,0,0
58,15,14,30,0,0,0
59,15,14,45,0,0,0
60,15,15,0,0,0,0
61,15,15,15,0,0,0
62,15,15,30,0,0,0
63,15,15,45,1,0,0
64,15,16,0,1,0,0
65,15,16,15,1,0,0
66,15,16,30,1,0,0
67,15,16,45,1,1,0
68,15,17,0,1,0,0
69,15,17,15,1,0,0
70,15,17,30,1,0,0
71,15,17,45,1,0,0
72,15,18,0,1,0,0
73,15,18,15,1,0,0
74,15,18,30,1,0,0
75,15,18,45,1,0,0
76,15,19,0,1,0,0
77,15,19,15,1,0,0
78,15,19,30,1,0,0
79,15,19,45,1,0,0
80,15,20,0,1,0,0
81,15,20,15,1,0,0
82,15,20,30,1,0,0
83,15,20,45,1,0,0
84,15,21,0,0,0,0
85,15,21,15,0,0,0
86,15,21,30,0,0,0
87,15,21,45,0,0,0
88,15,22,0,0,0,0
89,15,22,15,0,0,0
90,15,22,30,0,0,0
91,15,22,45,0,0,0
92,15,23,0,0,0,0
93,15,23,15,0,0,0
94,15,23,30,0,0,0
95,15,23,45,0,0,0
0,16,0,0,0,0,1
1,16,0,15,0,0,1
2,16,0,30,0,0,1
3,16,0,45,0,0,1
4,16,1,0,0,0,1
5,16,1,15,0,0,1
6,16,1,30,0,0,1
7,16,1,45,0,0,1
8,16,2,0,0,0,1
9,16,2,15,0,0,1
10,16,2,30,0,0,1
11,16,2,45,0,0,1
12,16,3,0,0,0,1
13,16,3,15,0,0,1
14,16,3,30,0,0,1
15,16,3,45,0,0,1
16,16,4,0,0,0,1
17,16,4,15,0,0,1
18,16,4,30,0,0,1
19,16,4,45,0,0,1
20,16,5,0,0,0,1
21,16,5,15,0,0,1
22,16,5,30,0,0,1
23,16,5,45,0,1,1
24,16,6,0,0,1,1
25,16,6,15,1,0,1
26,16,6,30,0,1,1
27,16,6,45,0,1,1
28,16,7,0,0,0,1
29,16,7,15,0,0,1
30,16,7,30,0,0,1
31,16,7,45,0,0,1
32,16,8,0,0,0,1
33,16,8,15,0,0,1
34,16,8,30,0,0,1
35,16,8,45,0,0,1
36,16,9,0,0,0,1
37,16,9,15,0,0,1
38,16,9,30,0,0,1
39,16,9,45,0,0,1
40,16,10,0,0,0,1
41,16,10,15,1,1,1
42,16,10,30,0,0,1
43,16,10,45,0,0,1
44,16,11,0,0,0,1
45,16,11,15,0,0,1
46,16,11,30,0,0,1
47,16,11,45,0,0,1
48,16,12,0,0,0,1
49,16,12,15,0,0,1
50,16,12,30,0,0,1
51,16,12,45,0,0,1
52,16,13,0,0,0,1
53,16,13,15,0,0,1
54,16,13,30,0,0,1
55,16,13,45,0,0,1
56,16,14,0,0,0,1
57,16,14,15,0,0,1
58,16,14,30,0,0,1
59,16,14,45,0,0,1
60,16,15,0,0,0,1
61,16,15,15,0,1,1
62,16,15,30,0,0,1
63,16,15,45,0,0,1
64,16,16,0,1,0,1
65,16,16,15,1,0,1
66,16,16,30,1,0,1
67,16,16,45,1,0,1
68,16,17,0,1,0,1
69,16,17,15,1,0,1
70,16,17,30,1,0,1
71,16,17,45,1,0,1
72,16,18,0,1,0,1
73,16,18,15,1,0,1
74,16,18,30,1,0,1
75,16,18,45,1,0,1
76,16,19,0,1,0,1
77,16,19,15,1,0,1
78,16,19,30,1,0,1
79,16,19,45,1,0,1
80,16,20,0,1,0,1
81,16,20,15,1,0,1
82,16,20,30,1,0,1
83,16,20,45,1,0,1
84,16,21,0,1,0,1
85,16,21,15,0,0,1
86,16,21,30,0,0,1
87,16,21,45,0,0,1
88,16,22,0,0,0,1
89,16,22,15,0,0,1
90,16,22,30,0,0,1
91,16,22,45,0,0,1
92,16,23,0,0,0,1
93,16,23,15,0,0,1
94,16,23,30,0,0,1
95,16,23,45,0,0,1
0,17,0,0,0,0,2
1,17,0,15,0,0,2
2,17,0,30,0,0,2
3,17,0,45,0,0,2
4,17,1,0,0,0,2
5,17,1,15,0,0,2
6,17,1,30,0,0,2
7,17,1,45,0,0,2
8,17,2,0,0,0,2
9,17,2,15,0,0,2
10,17,2,30,0,1,2
11,17,2,45,0,0,2
12,17,3,0,0,0,2
13,17,3,15,0,0,2
14,17,3,30,0,0,2
15,17,3,45,0,0,2
16,17,4,0,0,0,2
17,17,4,15,0,0,2
18,17,4,30,0,0,2
19,17,4,45,0,0,2
20,17,5,0,0,0,2
21,17,5,15,0,0,2
22,17,5,30,0,0,2
23,17,5,45,0,1,2
24,17,6,0,0,1,2
25,17,6,15,0,1,2
26,17,6,30,0,1,2
27,17,6,45,0,1,2
28,17,7,0,0,1,2
29,17,7,15,0,0,2
30,17,7,30,0,0,2
31,17,7,45,0,0,2
32,17,8,0,0,0,2
33,17,8,15,0,0,2
34,17,8,30,0,0,2
35,17,8,45,0,0,2
36,17,9,0,0,0,2
37,17,9,15,0,0,2
38,17,9,30,0,0,2
39,17,9,45,0,0,2
40,17,10,0,0,0,2
41,17,10,15,0,0,2
42,17,10,30,0,0,2
43,17,10,45,0,0,2
44,17,11,0,0,0,2
45,17,11,15,1,0,2
46,17,11,30,0,0,2
47,17,11,45,1,1,2
48,17,12,0,0,0,2
49,17,12,15,0,0,2
50,17,12,30,0,0,2
51,17,12,45,0,0,2
52,17,13,0,0,0,2
53,17,13,15,0,0,2
54,17,13,30,0,0,2
55,17,13,45,0,0,2
56,17,14,0,0,0,2
57,17,14,15,0,0,2
58,17,14,30,0,0,2
59,17,14,45,0,0,2
60,17,15,0,0,0,2
61,17,15,15,0,0,2
62,17,15,30,0,0,2
63,17,15,45,0,0,2
64,17,16,0,0,0,2
65,17,16,15,1,0,2
66,17,16,30,1,0,2
67,17,16,45,1,0,2
68,17,17,0,1,0,2
69,17,17,15,1,0,2
70,17,17,30,1,0,2
71,17,17,45,1,0,2
72,17,18,0,1,0,2
73,17,18,15,1,0,2
74,17,18,30,1,1,2
75,17,18,45,1,0,2
76,17,19,0,1,0,2
77,17,19,15,1,0,2
78,17,19,30,1,0,2
79,17,19,45,1,0,2
80,17,20,0,1,0,2
81,17,20,15,1,0,2
82,17,20,30,1,0,2
83,17,20,45,1,0,2
84,17,21,0,0,0,2
85,17,21,15,0,0,2
86,17,21,30,0,0,2
87,17,21,45,0,0,2
88,17,22,0,0,0,2
89,17,22,15,0,0,2
90,17,22,30,0,0,2
91,17,22,45,0,0,2
92,17,23,0,0,0,2
93,17,23,15,0,0,2
94,17,23,30,0,0,2
95,17,23,45,0,0,2
0,18,0,0,0,0,3
1,18,0,15,1,0,3
2,18,0,30,1,0,3
3,18,0,45,0,0,3
4,18,1,0,0,1,3
5,18,1,15,0,0,3
6,18,1,30,0,0,3
7,18,1,45,0,0,3
8,18,2,0,0,0,3
9,18,2,15,0,0,3
10,18,2,30,0,0,3
11,18,2,45,0,0,3
12,18,3,0,0,0,3
13,18,3,15,0,0,3
14,18,3,30,0,0,3
15,18,3,45,1,0,3
16,18,4,0,0,0,3
17,18,4,15,0,0,3
18,18,4,30,0,0,3
19,18,4,45,0,0,3
20,18,5,0,0,0,3
21,18,5,15,0,0,3
22,18,5,30,0,0,3
23,18,5,45,0,1,3
24,18,6,0,0,1,3
25,18,6,15,0,1,3
26,18,6,30,0,1,3
27,18,6,45,0,1,3
28,18,7,0,0,0,3
29,18,7,15,0,0,3
30,18,7,30,0,0,3
31,18,7,45,0,0,3
32,18,8,0,0,0,3
33,18,8,15,0,0,3
34,18,8,30,0,0,3
35,18,8,45,0,0,3
36,18,9,0,0,0,3
37,18,9,15,0,0,3
38,18,9,30,0,0,3
39,18,9,45,0,0,3
40,18,10,0,0,0,3
41,18,10,15,0,0,3
42,18,10,30,0,0,3
43,18,10,45,0,0,3
44,18,11,0,0,0,3
45,18,11,15,0,0,3
46,18,11,30,0,0,3
47,18,11,45,0,0,3
48,18,12,0,0,0,3
49,18,12,15,0,0,3
50,18,12,30,0,0,3
51,18,12,45,0,0,3
52,18,13,0,0,0,3
53,18,13,15,0,0,3
54,18,13,30,0,0,3
55,18,13,45,0,0,3
56,18,14,0,0,0,3
57,18,14,15,0,0,3
58,18,14,30,0,0,3
59,18,14,45,0,0,3
60,18,15,0,0,0,3
61,18,15,15,0,0,3
62,18,15,30,0,0,3
63,18,15,45,1,0,3
64,18,16,0,1,0,3
65,18,16,15,1,0,3
66,18,16,30,1,0,3
67,18,16,45,1,0,3
68,18,17,0,1,0,3
69,18,17,15,1,0,3
70,18,17,30,1,0,3
71,18,17,45,1,0,3
72,18,18,0,1,0,3
73,18,18,15,1,0,3
74,18,18,30,1,0,3
75,18,18,45,1,0,3
76,18,19,0,1,0,3
77,18,19,15,1,0,3
78,18,19,30,1,0,3
79,18,19,45,1,0,3
80,18,20,0,1,0,3
81,18,20,15,1,0,3
82,18,20,30,1,0,3
83,18,20,45,1,0,3
84,18,21,0,1,0,3
85,18,21,15,0,0,3
86,18,21,30,0,0,3
87,18,21,45,0,0,3
88,18,22,0,0,0,3
89,18,22,15,0,0,3
90,18,22,30,0,0,3
91,18,22,45,0,0,3
92,18,23,0,0,0,3
93,18,23,15,0,0,3
94,18,23,30,0,0,3
95,18,23,45,0,0,3
0,19,0,0,0,0,4
1,19,0,15,0,0,4
2,19,0,30,0,0,4
3,19,0,45,0,0,4
4,19,1,0,0,0,4
5,19,1,15,0,0,4
6,19,1,30,0,0,4
7,19,1,45,0,0,4
8,19,2,0,0,0,4
9,19,2,15,1,0,4
10,19,2,30,0,0,4
11,19,2,45,0,0,4
12,19,3,0,0,0,4
13,19,3,15,0,0,4
14,19,3,30,0,0,4
15,19,3,45,0,0,4
16,19,4,0,0,1,4
17,19,4,15,0,0,4
18,19,4,30,0,0,4
19,19,4,45,0,0,4
20,19,5,0,0,0,4
21,19,5,15,0,0,4
22,19,5,30,0,0,4
23,19,5,45,0,1,4
24,19,6,0,0,1,4
25,19,6,15,0,1,4
26,19,6,30,0,1,4
27,19,6,45,0,0,4
28,19,7,0,0,1,4
29,19,7,15,0,1,4
30,19,7,30,0,0,4
31,19,7,45,1,1,4
32,19,8,0,0,0,4
33,19,8,15,0,0,4
34,19,8,30,0,0,4
35,19,8,45,0,0,4
36,19,9,0,0,0,4
37,19,9,15,0,0,4
38,19,9,30,0,0,4
39,19,9,45,0,0,4
40,19,10,0,0,0,4
41,19,10,15,0,0,4
42,19,10,30,0,0,4
43,19,10,45,0,0,4
44,19,11,0,0,0,4
45,19,11,15,0,0,4
46,19,11,30,0,0,4
47,19,11,45,0,0,4
48,19,12,0,0,0,4
49,19,12,15,0,0,4
50,19,12,30,0,0,4
51,19,12,45,0,0,4
52,19,13,0,0,0,4
53,19,13,15,0,0,4
54,19,13,30,0,0,4
55,19,13,45,0,0,4
56,19,14,0,0,0,4
57,19,14,15,0,0,4
58,19,14,30,0,0,4
59,19,14,45,0,0,4
60,19,15,0,0,0,4
61,19,15,15,0,0,4
62,19,15,30,0,0,4
63,19,15,45,1,0,4
64,19,16,0,1,0,4
65,19,16,15,1,0,4
66,19,16,30,1,0,4
67,19,16,45,1,0,4
68,19,17,0,1,0,4
69,19,17,15,1,0,4
70,19,17,30,1,0,4
71,19,17,45,1,0,4
72,19,18,0,1,0,4
73,19,18,15,1,0,4
74,19,18,30,1,0,4
75,19,18,45,1,0,4
76,19,19,0,1,0,4
77,19,19,15,1,0,4
78,19,19,30,1,0,4
79,19,19,45,1,0,4
80,19,20,0,1,0,4
81,19,20,15,1,0,4
82,19,20,30,1,0,4
83,19,20,45,1,0,4
84,19,21,0,0,0,4
85,19,21,15,0,0,4
86,19,21,30,0,0,4
87,19,21,45,0,0,4
88,19,22,0,0,0,4
89,19,22,15,0,0,4
90,19,22,30,0,0,4
91,19,22,45,0,0,4
92,19,23,0,0,0,4
93,19,23,15,0,0,4
94,19,23,30,0,0,4
95,19,23,45,0,0,4
0,20,0,0,0,0,5
1,20,0,15,0,0,5
2,20,0,30,0,0,5
3,20,0,45,0,0,5
4,20,1,0,0,0,5
5,20,1,15,0,0,5
6,20,1,30,0,0,5
7,20,1,45,0,0,5
8,20,2,0,0,0,5
9,20,2,15,0,0,5
10,20,2,30,0,0,5
11,20,2,45,0,0,5
12,20,3,0,0,0,5
13,20,3,15,0,0,5
14,20,3,30,0,0,5
15,20,3,45,0,1,5
16,20,4,0,0,0,5
17,20,4,15,0,0,5
18,20,4,30,0,0,5
19,20,4,45,0,0,5
20,20,5,0,0,0,5
21,20,5,15,0,0,5
22,20,5,30,0,1,5
23,20,5,45,0,1,5
24,20,6,0,0,1,5
25,20,6,15,0,0,5
26,20,6,30,0,1,5
27,20,6,45,0,0,5
28,20,7,0,0,1,5
29,20,7,15,0,0,5
30,20,7,30,0,0,5
31,20,7,45,0,0,5
32,20,8,0,0,0,5
33,20,8,15,0,0,5
34,20,8,30,0,0,5
35,20,8,45,0,0,5
36,20,9,0,0,0,5
37,20,9,15,0,0,5
38,20,9,30,0,0,5
39,20,9,45,0,0,5
40,20,10,0,0,0,5
41,20,10,15,0,0,5
42,20,10,30,0,0,5
43,20,10,45,0,0,5
44,20,11,0,0,0,5
45,20,11,15,0,0,5
46,20,11,30,0,0,5
47,20,11,45,0,0,5
48,20,12,0,0,0,5
49,20,12,15,0,0,5
50,20,12,30,0,0,5
51,20,12,45,0,0,5
52,20,13,0,0,0,5
53,20,13,15,0,0,5
54,20,13,30,0,0,5
55,20,13,45,0,0,5
56,20,14,0,0,0,5
57,20,14,15,0,0,5
58,20,14,30,0,0,5
59,20,14,45,0,0,5
60,20,15,0,0,0,5
61,20,15,15,0,0,5
62,20,15,30,0,0,5
63,20,15,45,0,0,5
64,20,16,0,1,0,5
65,20,16,15,1,0,5
66,20,16,30,1,0,5
67,20,16,45,0,0,5
68,20,17,0,1,0,5
69,20,17,15,1,0,5
70,20,17,30,1,0,5
71,20,17,45,1,0,5
72,20,18,0,1,0,5
73,20,18,15,1,0,5
74,20,18,30,1,0,5
75,20,18,45,1,0,5
76,20,19,0,1,0,5
77,20,19,15,1,0,5
78,20,19,30,1,0,5
79,20,19,45,1,0,5
80,20,20,0,1,0,5
81,20,20,15,1,0,5
82,20,20,30,1,0,5
83,20,20,45,1,0,5
84,20,21,0,0,0,5
85,20,21,15,1,0,5
86,20,21,30,0,0,5
87,20,21,45,0,0,5
88,20,22,0,0,0,5
89,20,22,15,0,0,5
90,20,22,30,0,0,5
91,20,22,45,0,0,5
92,20,23,0,0,0,5
93,20,23,15,1,1,5
94,20,23,30,0,0,5
95,20,23,45,0,0,5
0,21,0,0,0,1,6
1,21,0,15,0,0,6
2,21,0,30,0,0,6
3,21,0,45,0,0,6
4,21,1,0,0,0,6
5,21,1,15,0,0,6
6,21,1,30,0,0,6
7,21,1,45,0,0,6
8,21,2,0,0,0,6
9,21,2,15,0,0,6
10,21,2,30,0,0,6
11,21,2,45,0,0,6
12,21,3,0,0,0,6
13,21,3,15,0,0,6
14,21,3,30,0,0,6
15,21,3,45,0,0,6
16,21,4,0,0,0,6
17,21,4,15,0,0,6
18,21,4,30,0,0,6
19,21,4,45,0,0,6
20,21,5,0,0,0,6
21,21,5,15,0,0,6
22,21,5,30,0,1,6
23,21,5,45,0,0,6
24,21,6,0,1,1,6
25,21,6,15,0,1,6
26,21,6,30,0,1,6
27,21,6,45,0,1,6
28,21,7,0,0,1,6
29,21,7,15,0,0,6
30,21,7,30,0,0,6
31,21,7,45,0,0,6
32,21,8,0,0,0,6
33,21,8,15,0,0,6
34,21,8,30,0,0,6
35,21,8,45,0,0,6
36,21,9,0,0,0,6
37,21,9,15,0,0,6
38,21,9,30,0,0,6
39,21,9,45,0,0,6
40,21,10,0,0,0,6
41,21,10,15,0,0,6
42,21,10,30,0,0,6
43,21,10,45,0,0,6
44,21,11,0,0,0,6
45,21,11,15,0,0,6
46,21,11,30,0,0,6
47,21,11,45,0,0,6
48,21,12,0,0,0,6
49,21,12,15,0,0,6
50,21,12,30,0,0,6
51,21,12,45,0,0,6
52,21,13,0,0,0,6
53,21,13,15,0,0,6
54,21,13,30,0,0,6
55,21,13,45,0,0,6
56,21,14,0,0,0,6
57,21,14,15,0,0,6
58,21,14,30,0,0,6
59,21,14,45,0,0,6
60,21,15,0,0,0,6
61,21,15,15,1,1,6
62,21,15,30,0,0,6
63,21,15,45,1,0,6
64,21,16,0,1,0,6
65,21,16,15,1,0,6
66,21,16,30,1,0,6
67,21,16,45,1,0,6
68,21,17,0,1,0,6
69,21,17,15,1,0,6
70,21,17,30,1,0,6
71,21,17,45,1,0,6
